fromAccountNumber,toAccountNumber,transferAmount
1000065,1000080,5656
1000155,1000112,2336
1000004,2004138,3847
1000091,2004139,2300
1000014,2004140,7848
1000162,1000216,1062
1000221,2004142,5238
1000195,1000077,288
1000172,2004144,2583
1000096,2004145,4565
1000123,2004146,6096
1000154,2004147,2046
1000215,1000067,5630
1000028,1000032,7964
1000209,1000138,453
1000030,2004151,3778
1000220,1000124,615
1000229,2004153,9493
1000112,2004154,4139
1000015,2004155,9289
1000011,1000089,1603
1000239,1000013,979
1000063,1000225,2517
1000206,1000174,7392
1000133,2004160,6184
1000168,2004161,5190
1000204,2004162,2080
1000013,1000090,9569
1000182,2004164,2434
1000153,1000004,1789
1000125,2004166,8289
1000063,2004167,6664
1000153,2004168,2544
1000023,2004169,9388
1000200,1000241,8183
1000197,2004171,7611
1000077,1000142,8367
1000210,1000080,3971
1000067,2004174,255
1000181,2004175,7852
1000239,1000226,1341
1000195,1000004,9602
1000182,1000153,721
1000065,1000074,1762
1000059,2004180,7588
1000128,2004181,3905
1000189,1000087,615
1000061,1000085,4343
1000203,1000087,1046
1000175,2004185,9926
1000223,2004186,2350
1000229,1000139,7571
1000071,1000081,3755
1000035,1000237,7110
1000127,1000084,7631
1000220,2004191,5279
1000098,2004192,990
1000073,1000044,1396
1000031,2004194,6674
1000028,2004195,3674
1000144,2004196,1638
1000112,1000060,8985
1000065,1000074,4959
1000151,1000030,6776
1000045,2004200,4542
1000195,2004201,5918
1000091,1000151,7294
1000015,2004203,6894
1000037,2004204,1244
1000164,1000191,6833
1000091,1000172,2064
1000112,2004207,7879
1000079,1000034,842
1000173,1000211,3814
1000032,2004210,5359
1000223,2004211,8508
1000182,1000032,9930
1000114,1000128,7509
1000200,1000104,2846
1000055,2004215,7030
1000193,1000043,2017
1000244,1000247,4012
1000192,1000067,8462
1000005,1000117,7320
1000227,2004220,2355
1000002,1000023,7047
1000029,1000206,541
1000206,1000109,7780
1000053,1000207,8923
1000071,1000235,9881
1000234,2004226,353
1000142,1000050,8380
1000047,2004228,2741
1000142,1000064,9839
1000102,2004230,4420
1000162,1000111,8236
1000009,2004232,5416
1000126,1000036,6154
1000141,2004234,2760
1000019,1000192,4057
1000011,2004236,5609
1000080,1000150,2477
1000086,2004238,2185
1000182,2004239,1814
1000205,2004240,7295
1000065,1000220,6856
1000148,2004242,278
1000207,1000118,2596
1000036,1000095,1264
1000042,2004245,9939
1000192,1000003,2519
1000236,2004247,4902
1000059,1000127,133
1000136,2004249,2148
1000200,2004250,6626
1000246,1000126,3618
1000143,1000163,1896
1000081,1000163,9063
1000017,2004254,7746
1000140,1000019,6467
1000081,1000075,7647
1000156,1000107,6927
1000097,1000157,3718
1000083,1000197,7808
1000043,1000051,5496
1000064,1000187,2300
1000186,2004262,1776
1000013,1000154,842
1000039,1000154,2791
1000041,1000129,9741
1000009,1000246,8985
1000024,2004267,2346
1000122,1000095,3035
1000235,1000239,5250
1000042,2004270,2600
1000184,2004271,4637
1000059,1000237,532
1000225,2004273,6260
1000143,2004274,3183
1000199,2004275,3429
1000223,1000117,5146
1000051,1000016,9155
1000200,1000144,8651
1000138,2004279,6315
1000045,1000127,212
1000090,1000012,2655
1000038,2004282,2014
1000001,2004283,1504
1000053,1000039,1130
1000215,1000184,9505
1000169,2004286,9351
1000199,1000051,3743
1000021,2004288,3434
1000138,1000030,7072
1000010,2004290,4223
1000109,2004291,6649
1000011,2004292,4835
1000098,2004293,5172
1000054,2004294,3930
1000203,1000160,6414
1000103,2004296,9661
1000109,2004297,4559
1000032,1000243,5719
1000091,2004299,2339
1000007,2004300,5601
1000115,1000223,2656
1000187,1000223,9595
1000088,2004303,7250
1000060,2004304,5376
1000231,1000008,6892
1000002,2004306,7228
1000148,2004307,7986
1000026,1000225,2545
1000217,2004309,5905
1000014,1000054,340
1000123,2004311,8772
1000075,1000080,1224
1000192,2004313,6975
1000063,1000171,3497
1000048,2004315,6826
1000112,2004316,4299
1000173,1000011,6305
1000019,1000130,3538
1000024,1000200,1587
1000229,1000174,1505
1000134,1000207,8368
1000248,1000048,9758
1000144,1000034,5858
1000039,1000183,5264
1000244,1000020,4766
1000007,1000163,8950
1000175,2004327,8652
1000193,1000194,1102
1000234,2004329,1542
1000009,1000082,5630
1000140,2004331,6957
1000012,1000033,4596
1000135,1000214,8218
1000211,2004334,6069
1000033,2004335,8437
1000014,2004336,6455
1000069,1000029,6797
1000158,2004338,654
1000218,2004339,4298
1000131,1000106,3959
1000234,1000134,6078
1000030,1000208,1889
1000102,2004343,784
1000052,2004344,3721
1000161,1000220,6050
1000109,2004346,8014
1000215,2004347,734
1000051,2004348,6738
1000001,2004349,9594
1000106,1000088,7099
1000154,2004351,173
1000030,2004352,7685
1000236,2004353,1878
1000155,1000193,9079
1000080,1000167,7388
1000107,2004356,5846
1000176,1000233,4917
1000035,2004358,2295
1000202,1000121,9317
1000225,2004360,2227
1000195,1000155,4080
1000128,1000046,1498
1000124,1000224,122
1000227,2004364,4530
1000074,1000099,9914
1000237,1000138,3267
1000013,2004367,9680
1000226,2004368,3331
1000182,2004369,5727
1000017,1000144,9944
1000239,2004371,236
1000153,2004372,9601
1000093,2004373,9241
1000240,1000051,7513
1000116,1000227,2892
1000168,1000010,9816
1000047,1000167,4011
1000060,2004378,6985
1000122,2004379,948
1000094,1000125,9894
1000175,1000177,7494
1000119,1000147,241
1000105,1000137,517
1000117,2004384,1599
1000208,2004385,837
1000207,2004386,7225
1000123,1000185,459
1000049,2004388,3809
1000037,2004389,602
1000250,2004390,4966
1000201,2004391,7985
1000116,1000202,5557
1000227,2004393,6647
1000250,2004394,7560
1000188,2004395,8155
1000085,2004396,1803
1000045,2004397,9924
1000164,2004398,8330
1000072,2004399,1153
1000115,2004400,5530
1000117,2004401,5150
1000058,2004402,2293
1000209,2004403,2087
1000011,2004404,2735
1000205,2004405,5964
1000238,1000204,6699
1000051,1000018,1735
1000005,2004408,4320
1000143,1000172,7241
1000110,1000208,9577
1000072,1000169,1190
1000168,1000030,992
1000067,2004413,6168
1000158,2004414,9394
1000186,2004415,5006
1000087,2004416,3187
1000066,2004417,7110
1000236,1000084,5163
1000084,2004419,7847
1000051,2004420,7061
1000099,2004421,9239
1000132,1000126,8029
1000031,1000119,3056
1000021,1000025,6357
1000101,1000074,9091
1000191,2004426,9733
1000163,2004427,9270
1000234,2004428,7022
1000066,2004429,2123
1000007,2004430,1121
1000067,1000074,7731
1000070,2004432,2857
1000016,2004433,8415
1000160,2004434,5502
1000049,1000154,5822
1000069,1000034,7957
1000147,2004437,1401
1000186,1000153,8528
1000074,2004439,7368
1000160,1000046,2421
1000150,1000141,3466
1000050,1000235,6210
1000198,1000186,5156
1000038,1000135,6684
1000058,1000162,9905
1000051,1000011,8818
1000126,1000115,7748
1000097,2004448,7869
1000107,1000031,7557
1000073,1000120,8101
1000231,2004451,8937
1000020,1000082,2956
1000198,2004453,4756
1000134,2004454,3765
1000056,2004455,7881
1000082,1000131,1378
1000063,2004457,8940
1000216,1000171,1047
1000058,2004459,9491
1000230,1000089,1004
1000009,1000233,799
1000103,2004462,7371
1000128,1000196,9379
1000043,1000043,8238
1000084,2004465,5958
1000219,2004466,4526
1000030,2004467,6104
1000224,2004468,8897
1000105,1000147,5838
1000124,1000165,9567
1000084,1000005,4999
1000050,1000046,7669
1000014,1000087,5021
1000003,2004474,1871
1000093,1000038,8078
1000060,2004476,2819
1000072,1000122,5217
1000026,2004478,2697
1000212,1000224,7043
1000070,2004480,2683
1000048,1000174,7491
1000115,2004482,2323
1000071,2004483,5999
1000215,1000145,7129
1000031,1000124,5654
1000195,2004486,4863
1000113,1000227,8834
1000016,1000054,7720
1000123,2004489,2554
1000205,2004490,8905
1000097,1000067,6806
1000176,1000073,3629
1000193,1000234,2770
1000192,1000160,4305
1000188,2004495,9799
1000050,2004496,6446
1000100,1000071,1637
1000104,1000092,9302
1000185,2004499,9119
1000136,1000045,6489
1000195,1000145,6093
1000250,1000236,2225
1000129,2004503,7739
1000058,1000010,3014
1000007,1000048,7656
1000235,1000107,5468
1000069,1000003,8627
1000103,2004508,9492
1000086,1000049,4769
1000067,1000044,1567
1000020,1000178,5637
1000176,1000067,6781
1000117,2004513,7654
1000166,2004514,2887
1000193,1000029,6949
1000013,1000037,8343
1000205,2004517,1217
1000110,2004518,7956
1000039,1000085,4345
1000243,2004520,3499
1000186,2004521,7840
1000153,2004522,7814
1000177,1000084,2652
1000084,2004524,2546
1000077,1000053,8523
1000228,1000046,5527
1000118,1000003,798
1000229,2004528,3738
1000172,2004529,8466
1000144,2004530,7432
1000005,2004531,7531
1000095,1000136,1574
1000132,2004533,5598
1000212,2004534,414
1000137,1000103,7288
1000090,2004536,1861
1000190,1000025,2790
1000149,1000069,5384
1000040,2004539,5571
1000088,2004540,8590
1000167,2004541,226
1000040,1000001,203
1000048,1000187,3445
1000076,1000216,9203
1000222,2004545,6942
1000053,1000205,7714
1000063,2004547,9452
1000133,2004548,1747
1000113,2004549,7863
1000139,1000015,8419
1000168,1000162,8177
1000002,2004552,7893
1000063,2004553,6590
1000157,1000212,1758
1000023,2004555,1053
1000060,2004556,4337
1000004,2004557,9367
1000147,1000157,8627
1000067,1000104,5921
1000083,2004560,9831
1000167,1000026,1341
1000011,2004562,9910
1000167,2004563,7208
1000174,1000113,1336
1000089,2004565,4796
1000115,2004566,5133
1000144,1000117,8091
1000111,1000098,7975
1000194,1000006,8546
1000096,2004570,3378
1000087,2004571,9696
1000164,2004572,1672
1000224,1000240,3421
1000196,1000095,9170
1000136,2004575,7485
1000011,1000146,2905
1000203,2004577,2312
1000057,1000049,9639
1000239,2004579,4123
1000175,1000169,3855
1000187,1000068,5214
1000015,2004582,816
1000020,1000061,585
1000134,2004584,6297
1000201,2004585,3032
1000187,2004586,9687
1000201,2004587,7903
1000002,2004588,8223
1000100,1000197,4064
1000233,2004590,1439
1000080,2004591,3019
1000197,1000115,8198
1000176,1000125,8365
1000056,2004594,2970
1000135,1000086,1203
1000209,2004596,844
1000060,2004597,1550
1000044,2004598,1020
1000103,1000045,3925
1000084,2004600,3785
1000183,1000176,178
1000125,1000054,2980
1000137,1000222,1466
1000104,1000180,7737
1000034,1000023,9629
1000229,1000107,5598
1000129,2004607,9347
1000132,1000234,4096
1000067,2004609,3683
1000146,2004610,4241
1000158,1000086,6308
1000087,2004612,765
1000006,1000205,2707
1000071,1000097,1103
1000234,1000244,6563
1000194,2004616,460
1000031,1000063,6196
1000130,2004618,877
1000201,1000054,9869
1000042,2004620,8438
1000204,2004621,4426
1000053,2004622,4027
1000242,2004623,6632
1000134,1000011,4214
1000127,2004625,3744
1000093,1000155,9184
1000204,1000124,5905
1000232,2004628,4782
1000147,2004629,6666
1000126,1000025,6460
1000234,2004631,2192
1000028,1000179,3141
1000179,2004633,5166
1000242,1000039,4057
1000071,1000147,8780
1000181,1000198,3891
1000227,2004637,5764
1000197,2004638,9650
1000024,1000077,8845
1000073,1000068,5097
1000125,2004641,4349
1000153,2004642,9301
1000036,1000079,1544
1000060,2004644,8470
1000231,2004645,1184
1000096,2004646,2252
1000031,1000012,4476
1000133,2004648,6708
1000002,2004649,3046
1000207,1000128,7583
1000222,2004651,588
1000054,2004652,6271
1000047,2004653,9319
1000176,1000204,1656
1000220,1000230,8930
1000021,2004656,2298
1000042,1000121,8956
1000066,2004658,5314
1000141,1000059,7317
1000158,1000005,7240
1000043,2004661,8212
1000122,2004662,474
1000069,2004663,5603
1000089,1000032,7395
1000179,1000185,2677
1000240,2004666,3340
1000176,2004667,3063
1000136,1000209,3608
1000056,1000058,8427
1000241,2004670,6155
1000022,1000061,6625
1000015,2004672,6279
1000183,2004673,7698
1000117,1000144,2075
1000106,2004675,3942
1000215,1000233,7811
1000225,2004677,8919
1000072,2004678,5143
1000013,1000080,4410
1000188,1000045,5959
1000037,1000130,2340
1000101,1000041,550
1000183,1000045,4628
1000029,2004684,6981
1000094,1000089,5407
1000044,1000035,4311
1000015,2004687,7501
1000228,1000130,4275
1000234,1000108,918
1000078,2004690,6456
1000226,1000184,7144
1000235,1000010,1846
1000152,1000013,1109
1000230,2004694,7570
1000154,1000084,615
1000093,2004696,1421
1000031,1000014,930
1000118,2004698,2136
1000006,1000201,2059
1000160,1000075,9306
1000066,1000188,7196
1000201,1000114,5131
1000183,2004703,3081
1000162,2004704,4617
1000094,1000232,7760
1000095,1000192,1120
1000150,1000124,7088
1000020,2004708,7050
1000242,2004709,104
1000091,2004710,9279
1000140,2004711,6452
1000210,2004712,1000
1000172,1000155,4938
1000103,1000078,7953
1000245,2004715,1772
1000059,1000191,7517
1000015,2004717,3765
1000125,2004718,9957
1000127,2004719,4233
1000037,2004720,746
1000118,2004721,1504
1000249,1000244,6997
1000110,1000146,5907
1000075,2004724,1635
1000176,1000200,5042
1000028,1000214,1963
1000102,1000021,6881
1000220,2004728,1809
1000157,2004729,7502
1000059,2004730,7478
1000162,1000156,6009
1000160,2004732,433
1000087,2004733,5653
1000075,1000177,2459
1000009,1000093,7077
1000038,1000083,3060
1000078,2004737,3532
1000003,1000203,5811
1000163,1000046,5127
1000090,2004740,8507
1000004,1000127,2162
1000118,2004742,6379
1000134,1000245,3681
1000025,2004744,8153
1000088,1000171,1967
1000070,1000071,7018
1000123,1000212,7630
1000203,1000101,4810
1000129,1000162,5834
1000014,2004750,8726
1000136,1000129,3549
1000068,2004752,2870
1000094,2004753,5358
1000085,2004754,1036
1000229,2004755,4170
1000221,1000040,1620
1000004,2004757,9235
1000131,1000201,6915
1000070,1000135,7599
1000149,2004760,8142
1000219,1000154,163
1000067,1000117,8351
1000053,1000086,2671
1000006,2004764,9273
1000231,1000124,9651
1000247,1000056,5114
1000060,1000136,6264
1000175,2004768,181
1000173,2004769,6879
1000098,1000169,4319
1000186,2004771,1465
1000089,1000002,9978
1000179,1000231,8336
1000093,1000021,611
1000188,1000141,5256
1000029,1000104,6545
1000147,1000038,5544
1000050,2004778,1593
1000060,2004779,7196
1000010,2004780,1497
1000233,2004781,6608
1000138,2004782,7581
1000227,2004783,8282
1000086,1000216,5704
1000141,1000083,5025
1000163,2004786,8455
1000104,1000133,3506
1000037,1000009,8664
1000009,2004789,5467
1000187,1000173,5260
1000086,1000024,4898
1000162,1000061,5005
1000087,2004793,7438
1000073,1000200,6711
1000053,1000206,7794
1000030,1000178,1841
1000224,1000218,5107
1000012,1000066,7588
1000094,2004799,4946
1000096,2004800,6947
1000138,2004801,5411
1000047,2004802,3860
1000186,1000124,5710
1000119,1000117,8778
1000058,1000127,5765
1000167,2004806,3261
1000100,1000088,4509
1000050,1000018,102
1000204,2004809,5867
1000102,2004810,6687
1000069,2004811,457
1000228,1000045,6954
1000202,2004813,2282
1000082,1000166,5518
1000183,1000164,8639
1000087,1000232,5736
1000136,2004817,6443
1000090,1000048,4944
1000129,2004819,5755
1000017,1000231,3389
1000146,2004821,2755
1000002,2004822,1131
1000081,2004823,9147
1000166,1000206,5303
1000089,1000096,2469
1000048,2004826,2367
1000109,2004827,8307
1000002,1000123,4977
1000024,1000137,2915
1000132,2004830,170
1000198,1000206,4557
1000138,2004832,6119
1000039,1000091,8016
1000116,1000070,2810
1000134,1000021,2257
1000006,2004836,8203
1000058,1000030,5469
1000200,2004838,1903
1000155,1000057,4386
1000030,1000102,5730
1000009,1000135,7926
1000134,1000071,7989
1000145,2004843,149
1000063,2004844,8842
1000097,1000136,282
1000162,2004846,3347
1000246,1000070,3119
1000218,1000055,4777
1000091,2004849,627
1000213,2004850,469
1000122,1000078,4440
1000031,2004852,3814
1000226,2004853,8859
1000039,1000127,9149
1000052,2004855,4274
1000059,1000102,3285
1000050,2004857,2580
1000160,1000248,7099
1000128,2004859,9805
1000228,2004860,8820
1000154,2004861,7880
1000226,2004862,9154
1000096,1000166,2602
1000060,1000233,9315
1000097,2004865,2754
1000209,2004866,1900
1000230,1000046,3300
1000180,2004868,4429
1000143,1000055,3312
1000154,2004870,7257
1000014,2004871,5774
1000079,1000077,363
1000010,2004873,9332
1000170,1000159,3677
1000063,2004875,7373
1000074,1000231,1849
1000154,2004877,8717
1000249,1000193,4200
1000079,2004879,1722
1000056,1000033,8663
1000046,1000139,449
1000110,2004882,1098
1000191,1000217,3183
1000060,1000132,6091
1000198,1000022,4997
1000032,2004886,5075
1000085,2004887,8493
1000102,2004888,3600
1000035,2004889,2442
1000006,1000128,7507
1000086,1000166,706
1000163,1000116,2883
1000136,1000024,2687
1000066,1000249,8283
1000072,2004895,8787
1000043,2004896,7504
1000183,1000067,5005
1000139,1000093,814
1000052,1000131,5346
1000121,1000155,5034
1000231,2004901,5369
1000231,2004902,5573
1000102,1000063,2905
1000048,2004904,681
1000212,1000009,1619
1000169,2004906,1486
1000015,1000053,489
1000045,1000134,9489
1000124,2004909,5787
1000005,1000170,8946
1000123,1000098,679
1000115,1000210,4951
1000078,1000240,786
1000152,1000071,3457
1000072,2004915,7060
1000210,1000086,4912
1000058,1000102,143
1000198,1000228,8809
1000002,1000206,8049
1000052,1000121,6347
1000230,2004921,9640
1000212,1000086,229
1000044,2004923,9524
1000016,1000118,4419
1000196,1000230,5276
1000125,2004926,3766
1000016,2004927,4635
1000145,2004928,4277
1000063,2004929,1554
1000212,2004930,9355
1000016,1000231,9371
1000117,2004932,1096
1000045,1000124,3291
1000086,1000186,1720
1000232,2004935,621
1000208,2004936,3481
1000123,2004937,1366
1000106,1000014,682
1000104,1000193,4304
1000042,1000157,4945
1000073,2004941,6797
1000033,1000211,9678
1000142,1000158,6797
1000211,2004944,7424
1000124,1000073,8779
1000089,1000225,870
1000160,2004947,4309
1000208,1000129,6391
1000054,2004949,4356
1000158,2004950,2067
1000095,1000185,6708
1000168,2004952,8581
1000241,2004953,8719
1000211,1000044,423
1000173,2004955,7178
1000243,1000075,6581
1000077,1000067,4065
1000247,1000120,3365
1000077,2004959,6821
1000196,2004960,3478
1000236,1000207,903
1000197,2004962,2914
1000125,2004963,4058
1000063,2004964,446
1000089,1000045,4250
1000232,1000047,433
1000050,1000096,9523
1000087,1000157,7908
1000185,2004969,3187
1000194,2004970,2431
1000073,1000111,7140
1000232,2004972,2313
1000060,1000098,7046
1000108,2004974,9666
1000014,2004975,5554
1000057,2004976,9832
1000090,2004977,5749
1000042,1000136,7652
1000125,2004979,6804
1000239,2004980,2378
1000008,1000202,2954
1000229,1000248,2466
1000187,2004983,4982
1000189,2004984,9977
1000076,1000048,7280
1000082,1000089,6701
1000248,1000025,127
1000089,1000035,7551
1000107,1000063,6155
1000138,2004990,2438
1000177,1000133,9158
1000114,1000232,1538
1000223,2004993,2634
1000043,1000069,6076
1000183,2004995,1569
1000093,2004996,7022
1000127,2004997,373
1000228,1000200,4721
1000163,2004999,2263
1000103,1000171,1955
1000200,2005001,5250
1000115,2005002,836
1000028,1000153,4958
1000197,1000038,9867
1000149,2005005,9093
1000071,1000150,514
1000218,1000134,8176
1000135,1000184,7458
